4679   106983A   zeta   Crv   2     12 18 26 -64 00.2 B2.5 V        4.04 -0.176*
4689   107259     eta   Vir   4     12 19 54 -00 40.0 A2 IV         3.89 +0.026*
4700   107446   epsil   Cru   4   9 12 21 22 -60 24.1 K3-4 III      3.59 +1.42b
4730/1 108248/9  alp1,2 Cru  11  12 12 26 36 -63 05.9 B0.5IV+B1V    0.79 -0.26b*
4743   108483   sigma   Cen   4     12 28 02 -50 13.9 B2 V          3.91 -0.196
4757   108767A  delta   Crv   6     12 29 52 -16 30.9 B9.5 V        2.95 -0.056*
4763   108903A  gamma   Cru   5   7 12 31 10 -57 06.8 M3.5 III      1.63 +1.59b*
4773   109026   gamma   Mus   3     12 32 28 -72 08.0 B5 V          3.87 -0.156
4786   109379    beta   Crv  13   4 12 34 23 -23 23.8 G5 II         2.65 +0.89b*
4798   109668A  alpha   Mus   3     12 37 11 -69 08.1 B2 IV-V       2.69 -0.206*
4802   109787     tau   Cen   5     12 37 42 -48 32.5 A2 V          3.86 +0.056
4819   110304AB gamma   Cen   3   4 12 41 31 -48 57.6 A1 IV         2.17 -0.01b*
4825/6 110379/80gamma   Vir   4   7 12 41 40 -01 27.0 F0V+F0V       2.74 +0.36b*
4844   110879AB  beta   Mus   4     12 46 17 -68 06.5 B2.5 V        3.05 -0.186*
4848   110956A                1     12 46 23 -56 29.3 B3 V          4.65 -0.166*
4897   112078   lambd   Cru   3     12 54 39 -59 08.8 B4 Vne        4.62 -0.156*
4898   112092      mu1  Cru   1     12 54 36 -57 10.7 B2 IV-V       4.03 -0.176
4910   112300A  delta   Vir   4   5 12 55 36 +03 23.9 M3 III        3.38 +1.58b*
4923   112985   delta   Mus   3     13 02 16 -71 32.9 K2 III        3.62 +1.186
4932   113226A  epsil   Vir  12   4 13 02 11 +10 57.6 G8 IIIab      2.83 +0.94b*
4983   114710A   beta   Com   1     13 11 52 +27 52.7 G0 V          4.26 +0.576*
4993   114911A    eta   Mus   1     13 15 15 -67 53.7 B8 V          4.80 -0.086*
5020   115659A  gamma   Hya   9   8 13 18 55 -23 10.3 G8 IIIa       3.00 +0.92b*
5028   115892    iota   Cen   3     13 20 36 -36 42.7 A2 V          2.75 +0.046
5035   116087AB               1     13 22 38 -60 59.3 B3 V          4.53 -0.136*
5054/5 116656/7  zeta   UMa  10   4 13 23 56 +54 55.5 A1Vp+A1m      2.06 +0.04b*
5089   117440AB               3     13 31 03 -39 24.4 G9 Ib         3.88 +1.176*
5107   118098    zeta   Vir   8     13 34 42 -00 35.8 A3 V          3.37 +0.116
5132   118716A  epsil   Cen   4     13 39 53 -53 28.0 B1 III        2.30 -0.226*
5153   119213                34     13 40 21 +57 12.5 A2Vp          6.29 +0.106*
5168   119756       1   Cen   4     13 45 41 -33 02.6 F3 IV         4.23 +0.386
5185   120136AB   tau   Boo   6   4 13 47 16 +17 27.4 F6 IV         4.50 +0.48b*
5190   120307      nu   Cen   4     13 49 30 -41 41.3 B2 IV         3.41 -0.226*
5191   120315     eta   UMa 163 134 13 47 32 +49 18.8 B3 V          1.86 -0.19b*
5200   120477   upsil   Boo   6   4 13 49 29 +15 47.9 K5 III        4.07 +1.52b*
5201   120539       6   Boo   7   7 13 49 43 +21 15.9 K4 III        4.91 +1.65b
5210/1 120709/10    3   Cen   4     13 51 50 -32 59.7 B5III+B8V     4.32 -0.126*
5216   120874                19     13 50 28 +58 32.4 A3 V          6.46 +0.096
5221   120955AB     4   Cen   4     13 53 12 -31 55.7 B4IV+Am       4.73 -0.146*
5231   121263    zeta   Cen   4     13 55 32 -47 17.3 B2.5 IV       2.55 -0.226
5235   121370A    eta   Boo      87 13 54 41 +18 23.9 G0 IV         2.68 +0.58a*
5248   121743     phi   Cen   3     13 58 16 -42 06.1 B2 IV         3.83 -0.216*
5249   121790   upsil1  Cen   4     13 58 41 -44 48.2 B2 IV-V       3.87 -0.206
5264   122408A     93   Vir  21     14 01 39 +01 32.7 A3 V          4.26 +0.106*
5267   122451AB  beta   Cen   7     14 03 49 -60 22.4 B1 III        0.61 -0.236*
5285   122980     chi   Cen   3     14 06 03 -41 10.8 B2 V          4.36 -0.196*
5287   123123      pi   Hya   7     14 06 22 -26 40.9 K2III-IIIb    3.27 +1.126
5288   123139A  theta   Cen   4     14 06 41 -36 22.2 K0 IIIb       2.06 +1.016*
5340   124897   alpha   Boo   5  64 14 15 40 +19 11.0 K1 IIIb   -   0.04 +1.23b*
5354   125238    iota   Lup   3     14 19 24 -46 03.5 B2.5 IV       3.55 -0.186*
5367   125473A    psi   Cen   5     14 20 33 -37 53.1 A0 IV         4.05 -0.036*
5378   125823                 5     14 23 02 -39 30.7 B7 IIIp       4.42 -0.186*
5404   126660A  theta   Boo  10   2 14 25 12 +51 51.1 F7 V          4.05 +0.50b*
5425   127381   sigma   Lup   4     14 32 37 -50 27.4 B2 III        4.42 -0.196
5430   127700A      5   UMi   7   5 14 27 31 +75 41.8 K4 III        4.25 +1.44b*
5447   128167A  sigma   Boo   7   5 14 34 41 +29 44.7 F2 V          4.46 +0.36b*
5459   128620   alpha1  Cen   6     14 39 36 -60 50.1 G2 V          0.01 +0.716
5460   128621   alpha2  Cen   2     14 39 36 -60 50.1 K1 V          1.33 +0.886
5463   128898AB alpha   Cir   4     14 42 30 -64 58.5 Ap+K5V        3.19 +0.246*
5469   129056A  alpha   Lup   3     14 41 56 -47 23.8 B1.5 III      2.30 -0.206*
5470   129078   alpha   Aps   4     14 47 52 -79 02.7 K2.5 III      3.83 +1.436
5471   129116                 2     14 41 58 -37 47.6 B3V           4.00 -0.176
5487   129502      mu   Vir   4     14 43 04 -05 39.5 F2 III        3.88 +0.386
5506/5 129989/8 epsil   Boo   2   3 14 44 59 +27 04.5 K0II-III+A2V  2.37 +0.99b*
5511   130109     109   Vir  45   3 14 46 15 +01 53.6 A0 V          3.72 -0.01b*
5531   130841   alpha2  Lib  11   2 14 50 53 -16 02.5 A3 IV         2.75 +0.15b*
5543   131120                 2     14 52 51 -37 48.2 B7IIIp        5.03 -0.166
5563   131873A   beta   UMi  10   5 14 50 42 +74 09.3 K4 III        2.08 +1.47b*
5571   132058    beta   Lup   9     14 58 32 -43 08.0 B2 III-IV     2.68 -0.226
5576   132200AB kappa   Cen   9     14 59 10 -42 06.3 B2 IV         3.13 -0.206*
5649   134505A   zeta   Lup   4     15 12 17 -52 06.0 G8 III        3.41 +0.926*
5671   135382   gamma   TrA   4     15 18 55 -68 40.8 A1 V          2.89 +0.006*
5681   135722A  delta   Boo  10     15 15 30 +33 18.9 G8 III        3.47 +0.956*
5685   135742    beta   Lib  14   4 15 17 00 -09 23.0 B8 V          2.61 -0.11b*
5695   136298   delta   Lup   8     15 21 22 -40 38.9 B1.5 IV       3.22 -0.226*
5705   136422A    phi1  Lup   8  15 15 21 48 -36 15.7 K5 III        3.56 +1.54b*
5708   136504AB epsil   Lup   4     15 22 41 -44 41.4 B2 IV-V       3.37 -0.186*
5714   136726      11   UMi   6   4 15 17 06 +71 49.4 K4 III        5.02 +1.37b
5728/7 137108/7   eta   CrB  13     15 23 12 +30 17.3 G3V+G0V       5.00 +0.586*
5735   137422   gamma   UMi 107   5 15 20 44 +71 50.0 A3 II-III     3.05 +0.05b*
5744   137759    iota   Dra   8   8 15 22 56 +58 58.0 K2 III        3.29 +1.16b*
5747   137909AB  beta   CrB   7   5 15 27 50 +29 06.3 F0 IIIp       3.68 +0.28b*
5771   138538A  epsil   TrA      11 15 36 43 -66 19.0 K1-2 III      4.11 +1.17a*
5776   138690AB gamma   Lup   9     15 35 08 -41 10.0 B2 IV         2.78 -0.206*
5787   138905AP gamma   Lib   8     15 35 32 -14 47.4 G8.5 III      3.91 +1.016*
5794   139063AB upsil   Lib   3     15 37 01 -28 08.1 K3 III        3.58 +1.386*
5812   139365     tau   Lib   4     15 38 39 -29 46.7 B2.5 V        3.66 -0.176
5849   140436AB gamma   CrB   4     15 42 45 +26 17.7 B9IV+A3V      3.84 -0.006*
5854   140573A  alpha   Ser  15  16 15 44 16 +06 25.5 K2 IIIb       2.65 +1.24b*
5868   141004   lambd   Ser   3   3 15 46 27 +07 21.2 G0 V          4.43 +0.60b*
5881   141513      mu   Ser   4     15 49 37 -03 25.8 A0 V          3.53 -0.046
5883   141556     chi   Lup   4     15 50 57 -33 37.6 B9 IV         3.95 -0.046
5885   141637       1   Sco   3     15 50 59 -25 45.1 B3 V          4.64 -0.056
5892   141795   epsil   Ser   2   3 15 50 49 +04 28.7 A2m           3.71 +0.15b
5897   141891A   beta   TrA   4  22 15 55 08 -63 25.8 F2 III        2.85 +0.29b
5904   142114AB     2   Sco   3     15 53 37 -25 19.6 B2.5 Vn       4.59 -0.076*
5928   142669A    rho   Sco   8     15 56 53 -29 12.8 B2 IV-V       3.88 -0.206*
5944   143018      pi   Sco   5     15 58 51 -26 06.9 B2IV+B2V      2.89 -0.196*
5948   143118AB   eta   Lup   5     16 00 07 -38 23.8 B2.5 IV       3.41 -0.226*
5953   143275   delta   Sco  39  20 16 00 20 -22 37.3 B0.3 IV       2.32 -0.12b*
5968   143761A    rho   CrB       3 16 01 03 +33 18.2 G2 V          5.41 +0.60a*
5984/5 144217/8 beta1,2 Sco  12   4 16 05 26 -19 48.3 B1IV+B2V      2.50 -0.07b*
5986   144284   theta   Dra   5   2 16 01 53 +58 33.9 F8 IV         4.01 +0.52b
5993   144470   omega1  Sco   4     16 06 48 -20 40.2 B1 V          3.96 -0.046
5997   144608   omega2  Sco   1     16 07 24 -20 52.1 G3 II-III     4.32 +0.846*
6030   145544A  delta   TrA   4  11 16 15 26 -63 41.1 G2 Ib-IIa     3.85 +0.86b*
6056   146051A  delta   Oph   7   9 16 14 21 -03 41.7 M0.5 III      2.74 +1.58b*
6075   146791A  epsil   Oph   6   4 16 18 19 -04 41.6 G9.5 III      3.24 +0.96b*
6095   147547A  gamma   Her   4   4 16 21 55 +19 09.2 A9 III        3.75 +0.27b*
6102   147675   gamma   Aps   4     16 33 27 -78 53.8 G8-K0III      3.89 +0.916
6129   148367AB upsil   Oph   2     16 27 48 -08 22.3 A3m           4.63 +0.176*
6132   148387AB   eta   Dra  11  15 16 23 59 +61 30.9 G8 IIIab      2.74 +0.91b*
6148   148856A   beta   Her  12  12 16 30 13 +21 29.4 G7 IIIa       2.77 +0.94b*
6152   148897                 1     16 30 34 +20 28.8 G8 IIp        5.25 +1.296*
6165   149438     tau   Sco   8     16 35 53 -28 13.0 B0 V          2.82 -0.256
6166   149447       H   Sco       8 16 36 22 -35 15.3 K6 III        4.16 +1.57a*
6175   149757    zeta   Oph  13   3 16 37 09 -10 34.0 O9.5 Vn       2.56 +0.02b*
6212   150680AB  zeta   Her  13  11 16 45 17 +31 36.2 G0 IV         2.81 +0.65b*
6217   150798   alpha   TrA   9   9 16 48 40 -69 01.7 K2IIb-IIIa    1.92 +1.44b
6220   150997     eta   Her   9   8 16 43 54 +38 55.3 G8 IIIb       3.53 +0.92b*
6223   151101      18   Dra   4   4 16 40 55 +64 35.3 K0 III        4.83 +1.22b
6229   151249A    eta   Ara   5  11 16 49 47 -59 02.5 K5 III        3.76 +1.57b*
6241   151680   epsil   Sco  10   5 16 50 10 -34 17.6 K2.5 III      2.29 +1.15b*
6252   151985      mu2  Sco   3     16 52 20 -38 01.1 B2 IV         3.57 -0.216
6271   152334    zeta2  Sco   7     16 54 35 -42 21.7 K4 III        3.62 +1.376*
6285   152786    zeta   Ara   3  12 16 58 37 -55 59.4 K3 III        3.13 +1.60b
6295   152980   epsil1  Ara      11 16 59 35 -53 09.6 K4 IIIab      4.06 +1.45a
6353   154445                 7     17 05 32 -00 53.5 B1 V          5.64 +0.166
6378   155125AB   eta   Oph  13  14 17 10 23 -15 43.5 A2 V          2.43 +0.06b*
6380   155203     eta   Sco   8     17 12 09 -43 12.4 F3 III-IV     3.33 +0.416
6396   155763    zeta   Dra  12  19 17 08 47 +65 42.9 B6 III        3.17 -0.12b
6418   156283      pi   Her   5  11 17 15 03 +36 48.6 K3 IIab       3.16 +1.44b*
6436   156729      69   Her   3   7 17 17 40 +37 17.5 A2 V          4.65 +0.05b*
6446   156928A     nu   Ser   2   3 17 20 50 -12 50.8 A2 V          4.33 +0.03b
6453   157056AB theta   Oph   6     17 22 01 -25 00.0 B2 IV         3.27 -0.226*
6461   157244    beta   Ara   4  10 17 25 18 -55 31.8 K3 Ib-IIa     2.85 +1.46b
6462   157246A  gamma   Ara   4  14 17 25 24 -56 22.7 B1 Ib         3.34 -0.13b
6484/5 157778/9   rho   Her   3   2 17 23 41 +37 08.8 A0V+B9.5III   4.15 -0.03b*
6500   158094A  delta   Ara   4     17 31 06 -60 41.0 B8 Vn         3.62 -0.106*
6508   158408   upsil   Sco   4     17 30 46 -37 17.8 B2 IV         2.69 -0.226
6527   158926A  lambd   Sco   6  11 17 33 36 -37 06.2 B2IV+B        1.63 -0.22b*
6536   159181AB  beta   Dra  12  16 17 30 26 +52 18.1 G2 Ib-IIa     2.79 +0.98b*
6537   159217   sigma   Ara   3     17 35 39 -46 30.3 A0 V          4.59 -0.036
6553   159532   theta   Sco   7   1 17 37 19 -42 59.9 F1 II         1.87 +0.40b*
6556   159561   alpha   Oph 117  20 17 34 56 +12 33.7 A5 III        2.08 +0.15b*
6561   159876A     xi   Ser   4     17 37 35 -15 23.9 F0IV          3.54 +0.266*
6566   159966A     27   Dra   4   3 17 31 58 +68 08.1 K0 III        5.05 +1.08b*
6580   160578   kappa   Sco   7  11 17 42 29 -39 01.8 B1.5 III      2.41 -0.22b*
6582   160635     eta   Pav   4     17 45 44 -64 43.4 K2 II         3.62 +1.196
6588   160762A   iota   Her   9   8 17 39 28 +46 00.4 B3 IV         3.80 -0.18b*
6596   160922A  omega   Dra   5   4 17 36 57 +68 45.5 F5 V          4.80 +0.43b
6603   161096    beta   Oph  10   5 17 43 28 +04 34.0 K2 III        2.77 +1.16b
6615   161471A   iota1  Sco   4   7 17 47 35 -40 07.6 F2 Iae        3.03 +0.51b
6623   161797A     mu   Her  11     17 46 28 +27 43.3 G5 IV         3.42 +0.756
6629   161868   gamma   Oph  15   8 17 47 54 +02 42.4 A0 V          3.75 +0.04b
6630   161892A      G   Sco   4   7 17 49 51 -37 02.6 K2 III        3.21 +1.17b*
6684   163472                 8     17 56 18 +00 40.2 B2 IV-V       5.82 +0.096*
6698   163917      nu   Oph   5     17 59 02 -09 46.4 K0 IIIa       3.34 +0.996
6705   164058A  gamma   Dra  20  17 17 56 36 +51 29.3 K5 III        2.23 +1.52b*
6743   165024   theta   Ara 125     18 06 38 -50 05.5 B2 Ib         3.66 -0.086*
6746   165135   gamma2  Sgr  11   6 18 05 48 -30 25.5 K0 III        2.99 +1.00b*
6789   166205   delta   UMi  12   1 17 32 13 +86 35.2 A1 Vn         4.36 +0.02b
6832   167618AB   eta   Sgr   9  12 18 17 38 -36 45.7 M3.5 III      3.11 +1.56b*
6850   168151      36   Dra   8   6 18 13 54 +64 23.8 F5 V          5.03 +0.38b
6859   168454A  delta   Sgr   9   6 18 21 00 -29 49.7 K3 IIIa       2.70 +1.38b*
6865   168653      37   Dra   6     18 15 17 +68 45.4 gK1           5.95 +1.066
6869   168723A    eta   Ser   6     18 21 19 -02 53.9 K2IIIab       3.26 +0.946*
6879   169022A  epsil   Sgr 220   6 18 24 10 -34 23.1 B9.5 III      1.85 -0.03b*
6897   169467   alpha   Tel   4     18 26 58 -45 58.1 B3 IV         3.51 -0.176
6913   169916   lambd   Sgr   7   5 18 27 58 -25 25.3 K1 IIIb       2.81 +1.04b
6941   170580A                8     18 30 05 +04 03.9 B2 V          6.69 +0.116*
6945   170693                 6   4 18 25 59 +65 33.8 K2 III        4.82 +1.19b
6973   171443   alpha   Sct   6     18 35 12 -08 14.7 K3III-IIIb    3.85 +1.336*
7001   172167A  alpha   Lyr 178 586 18 36 56 +38 47.0 A0 Va         0.03 -0.00b*
7013   172569                 5   3 18 36 13 +65 29.3 F0 V          6.06 +0.28b
7039   173300AB   phi   Sgr   9     18 45 39 -26 59.5 B8 III        3.17 -0.116*
7069   173880A    111   Her   5   2 18 47 01 +18 10.9 A5 III        4.36 +0.13b*
7121   175191A  sigma   Sgr 113  63 18 55 16 -26 17.8 B2.5 V        2.02 -0.22b*
7150   175775      xi2  Sgr   4   4 18 57 44 -21 06.4 K1 III        3.51 +1.18b
7180   176524   upsil   Dra   4   3 18 54 24 +71 17.8 K0 III        4.82 +1.15b
7194   176687AB  zeta   Sgr   8   3 19 02 37 -29 52.8 A2III+A4IV    2.60 +0.08b*
7217   177241A  omicr   Sgr   4     19 04 41 -21 44.5 G9 IIIb       3.77 +1.016*
7234   177716     tau   Sgr   4     19 06 56 -27 40.2 K1 III        3.32 +1.196
7236   177756   lambd   Aql  17   3 19 06 15 -04 53.0 B9 Vn         3.44 -0.09b
7264   178524ABC   pi   Sgr   6   7 19 09 46 -21 01.4 F2 II         2.89 +0.35b*
7304   180540      43   Sgr   3   4 19 17 38 -18 57.2 G8 II         4.96 +1.02b
7310   180711A  delta   Dra  12  32 19 12 33 +67 39.7 G9 III        3.07 +1.00b*
7337   181454A   beta1  Sgr   3     19 22 38 -44 27.5 B9 V          4.01 -0.106*
7340   181577AB   rho1  Sgr  12   9 19 21 40 -17 50.8 F0 IV-V       3.93 +0.22b*
7348   181869   alpha   Sgr   5     19 23 53 -40 37.0 B8 V          3.97 -0.106
7371   182564      pi   Dra   4   5 19 20 40 +65 42.9 A2 III        4.59 +0.02b
7405   183439A  alpha   Vul   3   4 19 28 42 +24 39.9 M0 III        4.44 +1.50b*
7406   183491       8   Vul   1     19 28 57 +24 46.1 K0 III        5.81 +1.036
7446   184915   kappa   Aql  10     19 36 53 -07 01.7 B0.5 III      4.95 -0.006*
7462   185144A  sigma   Dra   4   6 19 32 22 +69 39.7 K0V           4.68 +0.79b*
7469   185395AB theta   Cyg  18  14 19 36 26 +50 13.3 F4 V          4.48 +0.38b*
7478   185734     phi   Cyg   3   3 19 39 23 +30 09.6 G8 III-IV     4.69 +0.97b
7479   185758A  alpha   Sge   9   3 19 40 06 +18 00.8 G1 III        4.37 +0.78b*
7525   186791A  gamma   Aql  13  33 19 46 16 +10 36.8 K3 II         2.72 +1.52b*
7528   186882AB delta   Cyg   6   5 19 44 58 +45 07.9 B9.5IV+FIV    2.87 -0.03b*
7546   187362ABC zeta   Sge  11   6 19 48 59 +19 08.5 A3 V          5.00 +0.10b*
7557   187642A  alpha   Aql 110 356 19 50 47 +08 52.1 A7 V          0.77 +0.22b*
7560   187691A  omicr   Aql   9     19 51 02 +10 24.9 F8 V          5.11 +0.556*
7565   187811      12   Vul   8   3 19 51 04 +22 36.6 B2.5 Ve       4.95 -0.14b
7569   187923A               10     19 52 03 +11 37.7 G0 V          6.13 +0.656*
7582   188119AB epsil   Dra   7   6 19 48 10 +70 16.1 G7 IIIb       3.83 +0.89b*
7590   188228   epsil   Pav   4     20 00 35 -72 54.6 A0 V          3.96 -0.036*
7595   188310      xi   Aql   2   6 19 54 15 +08 27.7 K0 IIIb       4.71 +1.05b
7602   188512AB  beta   Aql   7  13 19 55 19 +06 24.4 G8 IV         3.71 +0.86b*
7635   189319   gamma   Sge   3  11 19 58 45 +19 29.5 M0 III        3.47 +1.57b*
7665   190248   delta   Pav   4     20 08 43 -66 10.9 G6-8 IV       3.56 +0.766
7672   190406      15   Sge   9     20 04 06 +17 04.2 G1 V          5.80 +0.616*
7679   190608     eta   Sge   9   5 20 05 09 +19 59.5 K2 III        5.10 +1.06b
7710   191692A  theta   Aql   5  18 20 11 18 -00 49.3 B9.5 III      3.23 -0.07b*
7747   192876A  alpha1  Cap  12   2 20 17 39 -12 30.5 G3 Ib         4.24 +0.78b*
7754   192947ABCalpha2  Cap  12   9 20 18 03 -12 32.7 G8 IIIb       3.57 +0.94b*
7759   193092AB               6   3 20 16 55 +40 21.9 K3.5IIab-IIa  5.24 +1.65b*
7773   193432A     nu   Cap   4   4 20 20 40 -12 45.6 B9.5 V        4.76 -0.05b*
7776   193495    beta   Cap  16   2 20 21 01 -14 46.9 F8V+A0        3.08 +0.79b
7790   193924A  alpha   Pav   4   3 20 25 39 -56 44.1 B2 IV         1.94 -0.20b*
7796   194093A  gamma   Cyg  11   9 20 22 14 +40 15.4 F8 Ib         2.20 +0.68b*
7822   194943AB   rho   Cap   5   3 20 28 52 -17 49.8 F2 IV         4.78 +0.38b*
7852   195810   epsil   Del   4     20 33 13 +11 18.2 B6 III        4.03 -0.136*
7866   196093/4    47   Cyg   3   8 20 33 54 +35 15.1 K2Ib+B3V      4.61 +0.78b*
7869   196171A  alpha   Ind   4   9 20 37 34 -47 17.5 K0 III        3.11 +1.00b*
7882   196524AB  beta   Del  11     20 37 33 +14 35.7 F5 IV         3.63 +0.446*
7906   196867A  alpha   Del   8   1 20 39 38 +15 54.7 B9 IV         3.77 -0.06b*
7913   197051    beta   Pav   4     20 44 57 -66 12.2 A7 III        3.42 +0.166
7924   197345A  alpha   Cyg  11  20 20 41 26 +45 16.8 A2 Iae        1.25 +0.09b*
7942   197912AB    52   Cyg   3   6 20 45 40 +30 43.2 K0 III        4.22 +1.05b*
7949   197989   epsil   Cyg  14  10 20 46 13 +33 58.2 K0 III        2.46 +1.03b
7950   198001   epsil   Aql   6     20 47 41 -09 29.8 A1 V          3.77 +0.006
7956   198134ABC    T   Cyg   4   3 20 47 11 +34 22.5 K3 III        4.92 +1.32b*
7957   198149A    eta   Cep   7   4 20 45 17 +61 50.3 K0 IV         3.43 +0.92b*
7977   198478A     55   Cyg   3   3 20 48 56 +46 06.9 B3 Iae        4.84 +0.41b*
7984   198639A     56   Cyg   2   2 20 50 05 +44 03.5 A4m           5.04 +0.20b*
7986   198700A   beta   Ind   6     20 54 49 -58 27.3 K1 II         3.65 +1.256*
8001   199081      57   Cyg   3   4 20 53 15 +44 23.2 B5 V          4.78 -0.14b*
8003   199098                 2   1 20 53 19 +45 10.9 K0 II         5.45 +1.10b*
8005   199101A                3     20 53 54 +33 26.3 gK5           5.47 +1.526*
8028   199629      nu   Cyg   5   3 20 57 10 +41 10.0 A1 Vn         3.94 +0.02b
8035   199870                 2     20 58 19 +44 28.3 K0 IIIb       5.55 +0.976
8049   200205                 1     20 59 25 +59 26.3 gK4           5.51 +1.406
8079   200905      xi   Cyg  11  11 21 04 56 +43 55.7 K4-5 Ib-II    3.72 +1.65b*
8089   201251A     63   Cyg   4   3 21 06 36 +47 38.9 K4 Ib-IIa     4.55 +1.57b*
8115   202109A   zeta   Cyg  10  10 21 12 56 +30 13.6 G8III-IIIa    3.20 +0.99b*
8123   202275AB delta   Equ   4     21 14 29 +10 00.4 F5V+G0V       4.49 +0.506*
8162   203280A  alpha   Cep   8  22 21 18 35 +62 35.1 A7 V          2.44 +0.22b*
8199   203926      21   Aqr   2     21 25 17 -03 33.4 K4 III        5.49 +1.466
8204   204075A   zeta   Cap   6     21 26 40 -22 24.7 G4 Ib         3.74 +1.006*
8232   204867A   beta   Aqr  30   9 21 31 33 -05 34.3 G0 Ib         2.91 +0.83b*
8254   205478AB    nu   Oct   9     21 41 29 -77 23.4 K0 III        3.76 +1.006*
8264   205767      xi   Aqr   5   5 21 37 45 -07 51.3 A7 V          4.69 +0.17b
8278   206088   gamma   Cap   6     21 40 05 -16 39.8 F0 p          3.68 +0.326
8305   206742A   iota   PsA   9     21 44 57 -33 01.6 A0 V          4.34 -0.056*
8339   207528      12   Cep   2     21 47 25 +60 41.6 M1 IIIb       5.52 +1.526
8351   207958      mu   Cap   4     21 55 12 -61 53.2 F1 III        5.08 +0.376
8353   207971   gamma   Gru   7     21 53 56 -37 21.9 B8 III        3.01 -0.126
8390   209128      28   Aqr   2     22 01 05 +00 36.3 gK4           5.58 +1.286
8414   209750A  alpha   Aqr  33  17 22 05 47 -00 19.2 G2 Ib         2.96 +0.98b*
8418   209819    iota   Aqr   5     22 06 26 -13 52.2 B9 IV-V       4.27 -0.076
8425   209952A  alpha   Gru  10  19 22 08 14 -46 57.7 B7 IV         1.74 -0.13b*
8431   210049      mu   PsA   7     22 08 23 -32 59.3 A2 V          4.50 +0.056
8465   210745    zeta   Cep  12  18 22 10 51 +58 12.1 K1.5 Ib       3.35 +1.57b*
8469   210839   lambd   Cep  13   4 22 11 31 +59 24.9 O6 If         5.04 +0.25b*
8479   210939AB               8   2 22 12 02 +60 45.6 K1 III        5.35 +1.17b*
8494   211336A  epsil   Cep  11   7 22 15 02 +57 02.6 F0 IV         4.19 +0.28b*
8502   211416AB alpha   Tuc   4  11 22 18 30 -60 15.6 K3 III        2.86 +1.39b*
8518   212061A  gamma   Aqr   7   3 22 21 39 -01 23.2 A0 V          3.84 -0.05b*
8556   213009AB delta1  Gru   2     22 29 16 -43 29.8 G6-8 III      3.97 +1.036*
8558/9 213051/2 zeta1,2 Aqr  11     22 28 50 -00 01.2 F6IV+F3V      3.66 +0.416*
8621   214665A                7   5 22 38 38 +56 47.8 M4 III        5.21 +1.58b*
8628   214748   epsil   PsA   7     22 40 39 -27 02.6 B8 Ve         4.17 -0.116*
8641   214994   omicr   Peg   7   4 22 41 45 +29 18.5 A1 IV         4.79 -0.01b
8650   215182A    eta   Peg   8  14 22 43 00 +30 13.3 G2II-III+F0V  2.94 +0.86b*
8663   215573      xi   Oct   4     22 50 23 -80 07.5 B6 IV         5.35 -0.156
8665   215648AB    xi   Peg  11   5 22 46 42 +12 10.4 F6 III-IV     4.19 +0.50b*
8675   215789   epsil   Gru   7     22 48 33 -51 19.0 A3 V          3.49 +0.086*
8684   216131      mu   Peg  13   5 22 50 00 +24 36.1 G8 III        3.48 +0.93b
8695   216336AB gamma   PsA   4     22 52 32 -32 52.5 A0 III        4.46 -0.046*
8709   216627   delta   Aqr 165  13 22 54 39 -15 49.3 A3 V          3.27 +0.05b*
8717   216735     rho   Peg   4   1 22 55 14 +08 49.0 A1 V          4.90 -0.00b
8720   216763AB delta   PsA   4     22 55 57 -32 32.4 G8 III        4.21 +0.976*
8728   216956   alpha   PsA 313 136 22 57 39 -29 37.3 A3 V          1.16 +0.09b*
8729   217014      51   Peg   3     22 57 28 +20 46.1 G2.5 IVa      5.49 +0.676*
8767   217792      pi   PsA   4     23 03 30 -34 45.0 F0V+F3V       5.11 +0.296*
8781   218045   alpha   Peg 365 114 23 04 46 +15 12.3 B9 V          2.49 -0.04b*
8812   218594      88   Aqr   7     23 09 27 -21 10.4 K1 III        3.66 +1.226
8820   218670    iota   Gru   4     23 10 22 -45 14.8 K1 III        3.90 +1.026
8848   219571   gamma   Tuc   4     23 17 26 -58 14.1 F1 III        3.99 +0.406
8852   219615   gamma   Psc   6   7 23 17 10 +03 16.9 K0 III:       3.69 +0.92b
8863   219784   gamma   Scl   4     23 18 49 -32 31.9 K1 III        4.41 +1.136
8892   220321      98   Aqr   6     23 22 58 -20 06.0 K0 III        3.97 +1.106
8974   222404   gamma   Cep   6   5 23 39 21 +77 38.0 K1 III-IV     3.21 +1.03b*
8976   222439A  kappa   And  14   5 23 40 24 +44 20.0 B9 IVn        4.14 -0.08b*
9008   223165     tau   Cas   6   6 23 47 03 +58 39.1 K1 IIIa       4.87 +1.11b*
9084   224889   theta   Oct       5 00 01 36 -77 04.0 K3 III        4.78 +1.27a
